x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
7.199999809265137,7.300000190734863,0.0,0.0,0.0,-5.0,13.0,0.0,0.014288708567619324,0.014487163163721561,1.0,1.0,19.0,19.0,0.0,1.0,18.0,3.0
18.200000762939453,-2.0999999046325684,0.0,1.0,1.0,-4.5,11.75,0.0,0.07553467154502869,-0.008715538308024406,1.0,3.0,19.0,19.0,4.0,3.0,16.0,3.0
18.600000381469727,-0.30000001192092896,0.0,1.0,2.0,-0.5,12.0,0.0,0.21243827044963837,-0.003426423529163003,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
22.0,-4.900000095367432,0.0,1.0,3.0,-4.0,11.75,0.0,0.19043321907520294,-0.042414672672748566,1.0,3.0,19.0,19.0,4.0,3.0,16.0,3.0
25.200000762939453,0.10000000149011612,0.0,1.0,4.0,-3.5,12.0,0.0,0.18939796090126038,0.0007515791221521795,1.0,3.0,19.0,19.0,4.0,3.0,16.0,3.0
13.0,-23.299999237060547,0.0,4.0,5.0,5.5,0.0,0.0,-2.313814163208008,4.147066593170166,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
13.600000381469727,23.100000381469727,0.0,0.0,6.0,4.5,13.75,0.0,-0.0019805580377578735,-0.0033640353940427303,1.0,1.0,21.0,21.0,0.0,1.0,20.0,3.0
12.199999809265137,25.299999237060547,0.0,4.0,7.0,8.5,0.0,0.0,-2.676877975463867,-5.551229953765869,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
18.0,22.700000762939453,0.0,3.0,8.0,8.0,12.5,0.0,-0.2914946377277374,-0.36760711669921875,1.0,3.0,19.0,19.0,11.0,3.0,18.0,3.0
13.199999809265137,25.700000762939453,0.0,4.0,9.0,18.5,0.0,0.0,-2.931342601776123,-5.707235336303711,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
17.600000381469727,23.100000381469727,0.0,0.0,10.0,12.5,12.75,0.0,-0.2072003185749054,-0.2719504237174988,1.0,1.0,20.0,20.0,16.0,1.0,18.0,3.0
29.0,5.5,0.0,2.0,11.0,6.5,-3.25,0.0,-14.743642807006836,-2.796208143234253,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
30.200000762939453,-0.8999999761581421,0.0,1.0,12.0,7.0,12.0,0.0,0.22800128161907196,-0.00679473951458931,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
29.200000762939453,9.5,0.0,3.0,13.0,-3.5,12.0,0.0,-0.16264909505844116,-0.05291665717959404,1.0,3.0,20.0,20.0,4.0,3.0,16.0,3.0
27.200000762939453,13.300000190734863,0.0,2.0,14.0,-5.0,-3.75,0.0,-13.0078125,-6.360437393188477,1.0,1.0,20.0,20.0,4.0,3.0,16.0,3.0
21.0,23.700000762939453,0.0,0.0,15.0,18.0,12.75,0.0,-0.1551659107208252,-0.17511582374572754,1.0,3.0,19.0,19.0,9.0,3.0,18.0,3.0
30.600000381469727,9.300000190734863,0.0,1.0,16.0,-0.5,12.25,0.0,0.08673547953367233,0.026360783725976944,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
17.200000762939453,26.700000762939453,0.0,0.0,17.0,20.5,12.75,0.0,-0.24626708030700684,-0.3822866976261139,1.0,1.0,20.0,19.0,9.0,3.0,19.0,3.0
32.79999923706055,2.0999999046325684,0.0,3.0,18.0,-2.5,11.75,0.0,-0.12907624244689941,-0.0082640266045928,1.0,3.0,19.0,19.0,4.0,3.0,16.0,3.0
22.600000381469727,23.899999618530273,0.0,1.0,19.0,20.0,12.5,0.0,-0.24602103233337402,-0.26017266511917114,1.0,3.0,19.0,19.0,0.0,1.0,18.0,3.0
8.600000381469727,31.700000762939453,0.0,4.0,20.0,40.5,0.0,0.0,-1.0997099876403809,-4.053581714630127,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
19.799999237060547,27.5,0.0,0.0,21.0,22.0,13.0,0.0,-0.13721632957458496,-0.19057825207710266,1.0,1.0,19.0,19.0,0.0,1.0,18.0,3.0
33.599998474121094,8.300000190734863,0.0,3.0,22.0,-5.0,12.0,0.0,-0.08470737189054489,-0.02092473767697811,1.0,3.0,20.0,20.0,11.0,3.0,16.0,3.0
25.200000762939453,24.700000762939453,0.0,0.0,23.0,13.5,12.75,0.0,-0.09295911341905594,-0.09111468493938446,1.0,2.0,19.0,19.0,9.0,3.0,17.0,3.0
21.799999237060547,27.700000762939453,0.0,0.0,24.0,25.5,13.0,0.0,-0.10175389796495438,-0.1292928159236908,1.0,2.0,19.0,19.0,0.0,1.0,18.0,3.0
10.800000190734863,33.29999923706055,0.0,4.0,25.0,29.5,0.0,0.0,-1.4608306884765625,-4.504228115081787,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
20.399999618530273,28.899999618530273,0.0,0.0,26.0,8.5,13.25,0.0,-0.061133742332458496,-0.08660613000392914,1.0,2.0,20.0,20.0,9.0,3.0,19.0,3.0
36.400001525878906,-0.5,0.0,1.0,27.0,-0.5,12.0,0.25,0.20627127587795258,-0.002833396429196,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
23.399999618530273,27.899999618530273,0.0,0.0,28.0,15.5,12.75,0.0,-0.17592941224575043,-0.20976199209690094,1.0,2.0,19.0,19.0,9.0,3.0,18.0,3.0
36.0,-2.5,0.0,2.0,29.0,-4.0,10.75,0.0,-0.9715603590011597,0.06746947020292282,1.0,1.0,20.0,20.0,4.0,3.0,16.0,3.0
26.799999237060547,24.899999618530273,0.0,0.0,30.0,12.5,12.75,0.0,-0.06633857637643814,-0.06163547933101654,1.0,2.0,19.0,19.0,9.0,3.0,17.0,3.0
36.79999923706055,-3.0999999046325684,0.0,1.0,31.0,-4.0,12.0,0.25,0.26779258251190186,-0.02255861647427082,1.0,3.0,21.0,20.0,4.0,3.0,16.0,3.0
36.400001525878906,3.9000000953674316,0.0,2.0,32.0,16.5,-0.5,0.0,-12.288086891174316,-1.3165807723999023,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
28.200000762939453,-24.299999237060547,0.0,3.0,33.0,5.5,11.25,0.0,0.2491082102060318,-0.21465706825256348,1.0,3.0,20.0,20.0,16.0,1.0,17.0,3.0
28.399999618530273,25.100000381469727,0.0,1.0,34.0,20.0,12.5,0.0,-0.1805345118045807,-0.15955691039562225,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
25.0,28.899999618530273,0.0,0.0,35.0,28.0,13.25,0.0,0.04951693117618561,0.05724157392978668,1.0,1.0,19.0,19.0,10.0,3.0,18.0,3.0
30.0,25.5,0.0,3.0,36.0,17.5,12.5,0.0,-0.1641283631324768,-0.13950911164283752,1.0,3.0,19.0,20.0,11.0,3.0,17.0,3.0
27.600000381469727,28.700000762939453,0.0,0.0,37.0,25.0,12.75,0.0,-0.12053054571151733,-0.12533430755138397,1.0,3.0,21.0,21.0,0.0,1.0,18.0,3.0
31.200000762939453,25.5,0.0,3.0,38.0,12.5,12.5,0.0,-0.14697177708148956,-0.12012115865945816,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
41.20000076293945,1.5,0.0,1.0,39.0,0.0,11.75,0.25,-0.08865360170602798,-0.0032276795245707035,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
32.400001525878906,26.299999237060547,0.0,0.0,40.0,14.0,12.75,0.0,0.006790018640458584,0.00551165034994483,1.0,3.0,20.0,20.0,9.0,3.0,17.0,3.0
28.600000381469727,30.299999237060547,0.0,0.0,41.0,12.0,13.0,0.0,-0.01100812666118145,-0.011662455275654793,1.0,3.0,21.0,21.0,9.0,3.0,18.0,3.0
36.20000076293945,21.5,0.0,5.0,42.0,4.5,11.75,0.0,-0.5459063649177551,-0.32422614097595215,1.0,3.0,21.0,21.0,0.0,1.0,17.0,3.0
30.600000381469727,29.299999237060547,0.0,0.0,43.0,25.5,12.75,0.0,-0.08151458203792572,-0.07805153727531433,1.0,3.0,19.0,20.0,0.0,1.0,17.0,3.0
33.0,27.100000381469727,0.0,0.0,44.0,12.5,12.75,0.0,0.0002190355589846149,0.00017987463797908276,1.0,3.0,21.0,21.0,11.0,3.0,17.0,3.0
36.400001525878906,23.299999237060547,0.0,6.0,45.0,2.5,12.75,0.0,0.14786948263645172,0.09465271234512329,1.0,3.0,21.0,20.0,9.0,3.0,17.0,3.0
31.799999237060547,29.299999237060547,0.0,0.0,46.0,13.5,12.75,0.0,-0.06205330416560173,-0.05717490240931511,1.0,3.0,19.0,19.0,9.0,3.0,17.0,3.0
33.400001525878906,28.899999618530273,0.0,0.0,47.0,11.5,12.75,0.0,-0.02873948961496353,-0.024867402389645576,1.0,3.0,20.0,21.0,0.0,1.0,17.0,3.0
35.0,27.100000381469727,0.0,0.0,48.0,25.5,12.75,0.0,0.03393963724374771,0.02627897635102272,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
42.599998474121094,-12.699999809265137,0.0,3.0,49.0,0.0,11.5,0.25,-0.03491602838039398,0.010409239679574966,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
35.599998474121094,28.100000381469727,0.0,0.0,50.0,13.0,12.75,0.0,0.022799842059612274,0.01799650490283966,1.0,2.0,19.0,19.0,11.0,3.0,17.0,3.0
45.599998474121094,1.899999976158142,0.0,1.0,51.0,-2.5,12.0,0.25,0.1562282294034958,0.006509509868919849,1.0,3.0,20.0,20.0,4.0,3.0,16.0,3.0
33.79999923706055,31.700000762939453,0.0,0.0,52.0,10.0,13.0,0.0,0.06188749894499779,0.05804242193698883,1.0,0.0,20.0,20.0,6.0,6.0,17.0,3.0
31.799999237060547,33.70000076293945,0.0,0.0,53.0,8.5,12.75,0.0,-0.12892532348632812,-0.1366284191608429,1.0,2.0,20.0,20.0,9.0,3.0,18.0,3.0
37.20000076293945,27.700000762939453,0.0,6.0,54.0,8.0,12.75,0.0,0.05684855207800865,0.0423307791352272,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
35.79999923706055,29.700000762939453,0.0,3.0,55.0,6.5,12.5,0.0,-0.1535796970129013,-0.1274110972881317,1.0,3.0,21.0,21.0,9.0,3.0,17.0,3.0
38.0,27.299999237060547,0.0,6.0,56.0,6.5,12.75,0.0,0.07814381271600723,0.05614015832543373,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
