SampleNo,Tx,Ty,Tz,Q11,Q12,Q21,Q22
1.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
2.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
3.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
4.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
5.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
6.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
7.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
8.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
9.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
10.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
11.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
12.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
13.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
14.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
15.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
16.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
17.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
18.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
19.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
20.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
21.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
22.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
23.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
24.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
25.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
26.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
27.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
28.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
29.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
30.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
31.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
32.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
33.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
34.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
35.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
36.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
37.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
38.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
39.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
40.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
41.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
42.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
43.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
44.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
45.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
46.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
47.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
48.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
49.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
50.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
51.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
52.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
53.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
54.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
55.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
56.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
57.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
58.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
59.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
60.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
61.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
62.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
63.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
64.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
65.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
66.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
67.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
68.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
69.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
70.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
71.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
72.0,-0.562,0.628,0.53,0.0458860416542946,0.0,0.0,0.9989466808500344
