SampleNo,Tx,Ty,Tz,Q11,Q12,Q21,Q22
1.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
2.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
3.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
4.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
5.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
6.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
7.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
8.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
9.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
10.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
11.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
12.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
13.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
14.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
15.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
16.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
17.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
18.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
19.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
20.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
21.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
22.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
23.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
24.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
25.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
26.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
27.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
28.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
29.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
30.0,-0.562,-0.618,0.53,0.0339401344459428,0.0,0.0,-0.9994238676726663
