SampleNo,Tx,Ty,Tz,Q11,Q12,Q21,Q22
1.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
2.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
3.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
4.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
5.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
6.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
7.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
8.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
9.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
10.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
11.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
12.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
13.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
14.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
15.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
16.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
17.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
18.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
19.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
20.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
21.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
22.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
23.0,3.412,0.0,0.5,0.9999974259839071,0.0,0.0,-0.0022689260808398757
