x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
0.800000011920929,3.0999999046325684,0.0,4.0,0.0,8.0,0.0,0.0,-0.1963481605052948,-0.7608491778373718,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
4.0,2.700000047683716,0.0,1.0,1.0,3.0,4.5,0.0,0.03117571584880352,0.02104360982775688,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
5.599999904632568,-10.699999809265137,0.0,4.0,2.0,-2.5,0.0,0.0,-1.185408115386963,2.2649765014648438,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
8.399999618530273,-11.100000381469727,0.0,1.0,3.0,8.5,5.25,0.0,-0.00797322764992714,0.010536051355302334,1.0,3.0,19.0,19.0,0.0,1.0,18.0,3.0
14.600000381469727,-9.699999809265137,0.0,1.0,4.0,3.0,5.0,0.0,-0.0020273367408663034,0.001346929115243256,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
16.399999618530273,7.099999904632568,0.0,1.0,5.0,-3.0,4.5,0.0,-0.04523845389485359,-0.019584940746426582,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
14.0,-11.100000381469727,0.0,3.0,6.0,-4.5,5.0,0.0,-0.03408735617995262,0.027026403695344925,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
18.600000381469727,-9.300000190734863,0.0,1.0,7.0,-2.0,5.0,0.0,0.05149717256426811,-0.025748586282134056,1.0,3.0,19.0,19.0,11.0,3.0,16.0,3.0
13.800000190734863,-15.5,0.0,3.0,8.0,3.0,5.25,0.0,0.026202084496617317,-0.029429875314235687,1.0,3.0,20.0,20.0,9.0,3.0,18.0,3.0
21.0,5.900000095367432,0.0,2.0,9.0,3.0,3.25,0.0,-1.2660001516342163,-0.3556857705116272,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
23.0,3.9000000953674316,0.0,1.0,10.0,18.5,4.75,0.0,0.08599798381328583,0.014582266099750996,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
