x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
4.599999904632568,-11.699999809265137,0.0,4.0,0.0,-1.5,0.0,0.0,-3.2978429794311523,8.38798999786377,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
4.800000190734863,-12.699999809265137,0.0,4.0,1.0,-1.5,0.0,0.0,-3.201995611190796,8.47194766998291,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0
16.799999237060547,3.299999952316284,0.0,2.0,2.0,12.0,-2.0,0.0,-0.25953322649002075,-0.050979744642972946,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
18.399999618530273,6.300000190734863,0.0,2.0,3.0,10.0,-3.5,0.0,-0.3268040716648102,-0.1118948757648468,1.0,2.0,19.0,19.0,0.0,1.0,16.0,3.0
19.399999618530273,-2.700000047683716,0.0,6.0,4.0,-3.0,1.25,0.0,-0.2439507693052292,0.03395191207528114,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
19.799999237060547,-5.300000190734863,0.0,6.0,5.0,6.5,2.5,0.0,-0.21937942504882812,0.05872277915477753,1.0,3.0,19.0,19.0,9.0,3.0,16.0,3.0
20.600000381469727,-3.9000000953674316,0.0,6.0,6.0,9.5,1.75,0.0,-0.2231660634279251,0.0422498844563961,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
20.600000381469727,-5.300000190734863,0.0,6.0,7.0,17.0,2.25,0.0,-0.361169695854187,0.09292231500148773,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
20.600000381469727,-6.5,0.0,6.0,8.0,4.5,3.0,0.0,-0.17786411941051483,0.05612217262387276,1.0,3.0,20.0,19.0,0.0,1.0,16.0,3.0
20.799999237060547,-7.900000095367432,0.0,0.0,9.0,17.0,3.5,0.0,-0.27441877126693726,0.10422635823488235,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
20.600000381469727,-9.300000190734863,0.0,0.0,10.0,17.0,4.25,0.0,-0.21049515902996063,0.09502936899662018,1.0,2.0,19.0,19.0,0.0,1.0,16.0,3.0
21.399999618530273,7.699999809265137,0.0,6.0,11.0,10.5,-3.75,0.0,-0.3961929380893707,-0.14255541563034058,1.0,3.0,20.0,19.0,0.0,1.0,16.0,3.0
22.399999618530273,-4.699999809265137,0.0,0.0,12.0,14.0,2.0,0.0,-0.17089875042438507,0.035858213901519775,1.0,3.0,20.0,21.0,0.0,1.0,16.0,3.0
20.399999618530273,-10.699999809265137,0.0,0.0,13.0,16.0,5.0,0.0,-0.16179457306861877,0.0848628357052803,1.0,1.0,19.0,19.0,0.0,1.0,16.0,3.0
22.399999618530273,-6.300000190734863,0.0,0.0,14.0,15.5,2.75,0.0,-0.10721642524003983,0.030154617503285408,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
22.399999618530273,-7.699999809265137,0.0,0.0,15.0,15.5,3.25,0.0,-0.19412468373775482,0.06673036515712738,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
20.600000381469727,-12.100000381469727,0.0,0.0,16.0,20.0,5.5,0.0,-0.2313886135816574,0.1359127312898636,1.0,1.0,19.0,19.0,0.0,1.0,17.0,3.0
22.399999618530273,-9.100000381469727,0.0,0.0,17.0,17.0,4.0,0.0,-0.05873524025082588,0.023861194029450417,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
24.0,-4.699999809265137,0.0,0.0,18.0,-3.0,2.0,0.0,-0.04221245273947716,0.008266604505479336,1.0,2.0,19.0,19.0,9.0,3.0,16.0,3.0
22.600000381469727,-10.300000190734863,0.0,0.0,19.0,17.0,4.5,0.0,-0.03703814744949341,0.0168802198022604,1.0,1.0,19.0,19.0,0.0,1.0,16.0,3.0
24.0,-6.099999904632568,0.0,0.0,20.0,-1.5,2.5,0.0,-0.09872788935899734,0.025093337520956993,1.0,3.0,20.0,19.0,9.0,3.0,16.0,3.0
22.600000381469727,-13.300000190734863,0.0,0.0,21.0,13.5,5.75,0.0,-0.05345478653907776,0.03145790472626686,1.0,3.0,19.0,20.0,0.0,1.0,17.0,3.0
22.200000762939453,-15.5,0.0,0.0,22.0,6.5,6.75,0.0,-0.08572176098823547,0.0598507784307003,1.0,3.0,19.0,20.0,0.0,1.0,17.0,3.0
23.600000381469727,14.300000190734863,0.0,6.0,23.0,5.0,-6.0,0.0,-0.24091356992721558,-0.14597728848457336,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
23.399999618530273,-15.5,0.0,0.0,24.0,1.5,6.5,0.0,-0.022935988381505013,0.015192641876637936,1.0,3.0,19.0,19.0,9.0,3.0,17.0,3.0
25.200000762939453,-15.699999809265137,0.0,6.0,25.0,-3.0,6.0,0.0,-0.11102291941642761,0.06916903704404831,1.0,3.0,19.0,19.0,9.0,3.0,17.0,3.0
25.399999618530273,14.899999618530273,0.0,2.0,26.0,-4.5,-5.75,0.0,-0.19733482599258423,-0.11575940251350403,1.0,3.0,19.0,19.0,4.0,3.0,17.0,3.0
26.600000381469727,-14.300000190734863,0.0,6.0,27.0,0.5,5.25,0.0,-0.06377001106739044,0.034282371401786804,1.0,3.0,19.0,19.0,9.0,3.0,16.0,3.0
28.799999237060547,-12.5,0.0,0.0,28.0,-2.0,4.25,0.0,-0.07211678475141525,0.03130068629980087,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
28.200000762939453,-13.899999618530273,0.0,6.0,29.0,-1.0,4.75,0.0,-0.12247946858406067,0.06037108227610588,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
27.600000381469727,-15.300000190734863,0.0,6.0,30.0,-0.5,5.25,0.0,-0.1861875057220459,0.1032126396894455,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
30.200000762939453,-10.899999618530273,0.0,0.0,31.0,-3.5,3.5,0.0,-0.11708606779575348,0.042259540408849716,1.0,2.0,19.0,19.0,4.0,3.0,16.0,3.0
26.399999618530273,-18.100000381469727,0.0,6.0,32.0,8.0,6.5,0.0,-0.1743810474872589,0.11955670267343521,1.0,3.0,19.0,20.0,0.0,1.0,17.0,3.0
27.0,-17.5,0.0,6.0,33.0,8.0,6.25,0.0,-0.10276463627815247,0.06660670787096024,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
29.399999618530273,-13.699999809265137,0.0,0.0,34.0,-2.0,4.5,0.0,-0.11765500903129578,0.054825637489557266,1.0,1.0,20.0,19.0,4.0,3.0,16.0,3.0
31.0,-10.100000381469727,0.0,0.0,35.0,-3.0,3.25,0.0,-0.04015086591243744,0.013081411831080914,1.0,2.0,19.0,19.0,4.0,3.0,16.0,3.0
33.0,-4.300000190734863,0.0,0.0,36.0,-5.0,1.25,0.0,-0.16058243811130524,0.02092438004910946,1.0,3.0,20.0,20.0,4.0,3.0,16.0,3.0
30.200000762939453,-15.699999809265137,0.0,0.0,37.0,9.0,5.0,0.0,-0.12724867463111877,0.06615245342254639,1.0,1.0,19.0,19.0,0.0,1.0,16.0,3.0
23.799999237060547,-25.299999237060547,0.0,6.0,38.0,10.0,10.0,0.0,-0.18207290768623352,0.19354811310768127,1.0,3.0,21.0,20.0,0.0,1.0,18.0,3.0
34.79999923706055,-0.8999999761581421,0.0,1.0,39.0,-3.0,0.25,0.0,-0.15828795731067657,0.004093653988093138,1.0,3.0,20.0,19.0,9.0,3.0,16.0,3.0
29.0,19.100000381469727,0.0,6.0,40.0,4.0,-6.5,0.0,-0.22486330568790436,-0.1480996459722519,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
