x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
3.5999999046325684,-6.099999904632568,0.0,1.0,0.0,0.5,-8.5,0.0,-0.07582885026931763,0.1284877508878708,1.0,3.0,19.0,19.0,0.0,1.0,18.0,3.0
4.800000190734863,-6.099999904632568,0.0,3.0,1.0,-5.0,-8.5,0.0,-0.10140667110681534,0.12887096405029297,1.0,3.0,19.0,19.0,10.0,3.0,18.0,3.0
7.0,-6.5,0.0,1.0,2.0,-0.5,-8.5,0.0,-0.13009090721607208,0.12079869955778122,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
7.599999904632568,-6.5,0.0,1.0,3.0,-3.5,-8.5,0.0,-0.13708142936229706,0.11724069714546204,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
8.0,7.699999809265137,0.0,1.0,4.0,-2.5,-8.25,0.0,0.06975018233060837,0.0671345517039299,1.0,3.0,19.0,19.0,11.0,3.0,17.0,3.0
7.800000190734863,9.100000381469727,0.0,1.0,5.0,-5.0,-8.25,0.0,0.06269890069961548,0.07314872741699219,1.0,3.0,19.0,19.0,0.0,1.0,18.0,3.0
10.600000381469727,7.5,0.0,1.0,6.0,-1.0,-8.25,0.0,0.07816489785909653,0.055305346846580505,1.0,3.0,20.0,19.0,0.0,1.0,17.0,3.0
11.399999618530273,7.099999904632568,0.0,1.0,7.0,8.5,-8.25,-0.25,-0.03176054731011391,-0.01978069171309471,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
13.199999809265137,7.099999904632568,0.0,1.0,8.0,-1.0,-8.25,-0.25,-0.02213236875832081,-0.01190453115850687,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
14.199999809265137,6.900000095367432,0.0,1.0,9.0,-2.5,-8.25,-0.25,-0.015390409156680107,-0.007478438317775726,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
15.199999809265137,-6.699999809265137,0.0,1.0,10.0,-1.5,-8.5,-0.25,-0.08322996646165848,0.03668689355254173,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
15.600000381469727,-5.5,0.0,1.0,11.0,-4.0,-8.5,-0.25,-0.1027751937508583,0.03623484447598457,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
15.600000381469727,-6.099999904632568,0.0,1.0,12.0,-3.0,-8.5,-0.25,-0.09411977976560593,0.036803245544433594,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
12.0,12.100000381469727,0.0,1.0,13.0,-3.0,-8.0,-0.25,0.0671151801943779,0.06767446547746658,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
14.399999618530273,12.100000381469727,0.0,1.0,14.0,-2.0,-8.0,-0.25,0.09736635535955429,0.08181479573249817,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
17.200000762939453,7.099999904632568,0.0,1.0,15.0,7.5,-8.5,-0.25,-0.21842123568058014,-0.0901622474193573,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
19.200000762939453,-3.5,0.0,1.0,16.0,2.5,-8.5,-0.25,-0.14199812710285187,0.025885073468089104,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
18.399999618530273,7.099999904632568,0.0,1.0,17.0,3.5,-8.25,-0.25,-0.0006194981397129595,-0.00023904546105768532,1.0,3.0,19.0,19.0,11.0,3.0,16.0,3.0
16.0,12.100000381469727,0.0,1.0,18.0,12.5,-8.25,-0.25,-0.043580614030361176,-0.03295784071087837,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
16.0,12.300000190734863,0.0,1.0,19.0,11.5,-8.25,-0.25,-0.04449642822146416,-0.03420662879943848,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
15.199999809265137,-15.300000190734863,0.0,2.0,20.0,2.0,-9.5,0.0,-0.6196521520614624,0.6237287521362305,1.0,2.0,19.0,19.0,16.0,1.0,17.0,3.0
16.200000762939453,-14.5,0.0,3.0,21.0,-2.0,-9.0,-0.25,-0.2866256833076477,0.2565476596355438,1.0,3.0,20.0,20.0,16.0,1.0,17.0,3.0
20.399999618530273,7.099999904632568,0.0,1.0,22.0,-1.5,-8.25,-0.25,0.0055413865484297276,0.001928619691170752,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
14.600000381469727,16.5,0.0,2.0,23.0,3.5,-10.0,0.0,-0.7045494914054871,-0.7962374687194824,1.0,1.0,20.0,20.0,16.0,1.0,18.0,3.0
18.399999618530273,11.899999618530273,0.0,1.0,24.0,9.0,-8.25,-0.25,-0.03416924551129341,-0.022098587825894356,1.0,3.0,19.0,19.0,0.0,1.0,17.0,3.0
