SampleNo,Tx,Ty,Tz,Q11,Q12,Q21,Q22
1.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
2.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
3.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
4.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
5.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
6.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
7.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
8.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
9.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
10.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
11.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
12.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
13.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
14.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
15.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
16.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
17.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
18.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
19.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
20.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
21.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
22.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
23.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
24.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
25.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
26.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
27.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
28.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
29.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
30.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
31.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
32.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
33.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
34.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
35.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
36.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
37.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
38.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
39.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
40.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
41.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
42.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
43.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
44.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
45.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
46.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
47.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
48.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
49.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
50.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
51.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
52.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
53.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
54.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
55.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
56.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
57.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
58.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
59.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
60.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
61.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
62.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
63.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
64.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
65.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
66.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
67.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
68.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
69.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
70.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
71.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
72.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
73.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
74.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
75.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
76.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
77.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
78.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
79.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
80.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
81.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
82.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
83.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
84.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
85.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
86.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
87.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
88.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
89.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
90.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
91.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
92.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
93.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
94.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
95.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
96.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
97.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
98.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
99.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
100.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
101.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
102.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
103.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
104.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
105.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
106.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
107.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
108.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
109.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
110.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
111.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
112.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
113.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
114.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
115.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
116.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
117.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
118.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
119.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
120.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
121.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
122.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
123.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
124.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
125.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
126.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
127.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
128.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
129.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
130.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
131.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
132.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
133.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
134.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
135.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
136.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
137.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
138.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
139.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
140.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
141.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
142.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
143.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
144.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
145.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
146.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
147.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
148.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
149.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
150.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
151.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
152.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
153.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
154.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
155.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
156.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
157.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
158.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
159.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
160.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
161.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
162.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
163.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
164.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
165.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
166.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
167.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
168.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
169.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
170.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
171.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
172.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
173.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
174.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
175.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
176.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
177.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
178.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
179.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
180.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
181.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
182.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
183.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
184.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
185.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
186.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
187.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
188.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
189.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
190.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
191.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
192.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
193.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
194.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
195.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
196.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
197.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
198.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
199.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
200.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
201.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
202.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
203.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
204.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
205.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
206.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
207.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
208.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
209.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
210.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
211.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
212.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
213.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
214.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
215.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
216.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
217.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
218.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
219.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
220.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
221.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
222.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
223.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
224.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
225.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
226.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
227.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
228.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
229.0,2.422,-0.8,0.77,0.7087093341000862,0.0,0.0,-0.7055005880645404
